livre.chapitre.verset,Francais,Anglais,BIBALDA_TA_PELDETTA,Bulu,Guiziga,Fulfulde_Adamaoua,Fulfulde_DC,KALATA_KO_SC_Gbaya,KALATA_KO_DC_Gbaya,Kapsiki_DC,Tupurri
NAM.3.7," Quiconque te verra, fuira loin de toi, et dira : "" Ninive est détruite ! "" Qui la plaindra ? Où te chercherai-je des consolateurs ?","And it shall come to pass, that all they that look upon thee shall flee from thee, and say, Nineveh is laid waste: who will bemoan her? whence shall I seek comforters for thee?","nala la sa wagu, nam ma jaŋ vokagu, ma di ala: Ninive muɗi mi liyn ma vurumu, sa ma yorag mi gige? Sum sa teŋag iragu nan fisi ɗawn arige?","Nalé ate môt ase a ye yene wo a ye tub a ke wo ôyap, a jô na: Ninive a ntoo bilik. Za a ye ko nye éngôngo? Mvolane nlem wo ye so nye vé?","Dar mbur gar mupuruw le na, a sa kil bal ti widi, a ɓi: «Ninive, i mingizla le pay, masa puraŋ ircece neˀ le i wa aruŋ ma ska? Ɓa ki taˀa tuwuyo na, i sa lumuw mbur, ɓa a tukunuw na ama ma ska?»","Nden koo moy yi'i ma doggan daayiiɗum bee ma, o wi'an: Berniwol Niniwe halki! Moy yurminta ngol? Toy keɓanmi de'itinooɓe ngol?”","Nden koo moy yi'i ma doggan daayiiɗum bee ma, o wi'an: Berniwol Niniwe halki! Moy yurminta ngol? Toy keɓanmi de'itinooɓe ngol?”","Koo o nde nɛ tɛ zɔk mɛ tɛ zik ɗoŋ e ha̧ mɛ, ɓɛɛ tɔ̧a̧: «Ninivɛ ɗaŋa hús-hús wo! O'o tɛ de ko ha̧ a̧ o? Wi tɛ kpa wi-ga̧-see-aa dee?»","Koo o nde nɛ tɛ zɔk mɛ tɛ zik ɗoŋ e ha̧ mɛ, ɓɛɛ tɔ̧a̧: «Ninivɛ ɗaŋa hús-hús wo! O'o tɛ de ko ha̧ a̧ o? Wi tɛ kpa wi-ga̧-see-aa dee?»","Tagha gɛ, katehwɛ mbeli pɛtɛ nyi ketenewe ŋa, ma ke hɛ sha tetsa lewela: Ŋgwəpə Ninive keŋzla nda gɛ wa! Wa nde tezhɛ heli yite tse wa? Tema teŋ'we ka gweɗakwe ŋa mbeli tse wa?»","Do kay nono, wosela maga nen äe ko ge ndo we mo äuy, Yaaç ge yañ de ëee do äo de ngar jag gana: AÈ frum Ninif we go. Wose lawn ge ba la? Ndi wo ba le kië jar jaçaç nen äon wo le na gen la?"
NAM.3.8," Vaux-tu mieux que No-Amon, qui était assise sur les fleuves, que les eaux environnaient, qui avait la mer pour rempart, et dont la mer était la muraille?","Art thou better than populous No, that was situate among the rivers, that had the waters round about it, whose rampart was the sea, and her wall was from the sea?","Nak (Ninive) jifiy suw No-Amon su? Na'a ta ka goy jar liyn ma gi niyn goyna, ŋuyi kalaf jar niyna, gulmun ma ŋuyi ta'na mi niy-lumna ma ŋolla, niy-lumna ma ŋolla mi gulmunna va'a.","A Ninive, ye wo dañe Tebés, tison é ne nlôñan e zañ asôé, mbômaʼane a mendim? Nkaʼalé wé ô mbe mañ, mañ me too fe mfine wé.","Hirwuy Tebes a pi a mi mihaŋ ngi Nil, yam gun hirnga naŋ zlar, ar deɗe ngi moholo i mubuliy, mubuliy madiɗa, na ka Ninive, ki wakaɓa ka zuwen fineˀ Tebes vuna sukwani?","An Niniwe, a tammi a ɓuri No-Amon  wooɗugo na? Berniwol ngo'ol jooɗino caka ilduɗe, ndiyamji taarino ngol, maayo maŋngo laatino cukkol maagol, ndiyamji ayni ngol. ","An Niniwe, a tammi a ɓuri No-Amon  wooɗugo na? Berniwol ngo'ol jooɗino caka ilduɗe, ndiyamji taarino ngol, maayo maŋngo laatino cukkol maagol, ndiyamji ayni ngol. ","Ɛnɛ ŋgaia so gan Tɛb nɛ duka so nɛ ye-ŋgárá ká̧ zaŋ nana-yì Nil mɛ? Yi zika so ye'i e see-a, ɓɛɛ gba-tɔp kpe ɗoŋ-aa lɛŋ hee ŋgárá ga.","Ɛnɛ ŋgaia so gan Tɛb nɛ duka so nɛ ye-ŋgárá ká̧ zaŋ nana-yì Nil mɛ? Yi zika so ye'i e see-a, ɓɛɛ gba-tɔp kpe ɗoŋ-aa lɛŋ hee ŋgárá ga.","Ninive, gha nza za ma ke Tɛbɛs, meleme nya kwelɛ yɛ dzeve ta hələa Nil, nya ntəslə kwa yɛmə, nya nza zli nya yite kandərə, nya nza ndərə kazli nya yite na?","Ndo ba ëawa de dañ äi leege No-Amoñ maga hay de laage ti holañ jag do Niln wo, Day go de cir ti de bii wo cweçeç mo yawla? Laä ma ti äen hay diñ maaroge, maarog hay de äo' kor ne hen ti."
NAM.3.9," L'Ethiopie était sa force, ainsi que l'Egypte, et ils étaient innombrables ; Phut et les Libyens étaient tes auxiliaires.","Ethiopia and Egypt were her strength, and it was infinite; Put and Libya were thy helpers.","Etiopiya jewe donota va' may vatɗi, ki Egipte nala kaw, sum sa hay Put hiɗi Libiya kaf ay juni kuɗsiya.","Etiôpi é nga bili ngul é ne te nné, nalé fe Ejipte. Bôte ya But a ba ya Libi be mbe bôt mia be be mi nga bo élat.","Hirwuy Etiyopi ati Ezipte, i gidaŋ naŋ wãˀ zleˀe, ko maakway naŋ anta. Hirwuy Put ati Libi, taŋ tisi ka.",Etiyopiya e Misra ngonno semmbe maagol ɗe ngalaa keerol. Yimɓe Put e Libiya ngonno wallooɓe ngol. ,Etiyopiya e Misra ngonno semmbe maagol ɗe ngalaa keerol. Yimɓe Put e Libiya ngonno wallooɓe ngol. ,"Tɛb kpaa so ŋgai wen zu Etiopii in Egiptɛ; o bíí Put in Libii duka so mɛ yor ɗoŋ-aa mbɛt. Hegɔ, nduti kpaamɔ kɔ̧-a̧ bo na.","Tɛb kpaa so ŋgai wen zu Etiopii in Egiptɛ; o bíí Put in Libii duka so mɛ yor ɗoŋ-aa mbɛt. Hegɔ, nduti kpaamɔ kɔ̧-a̧ bo na.",Ɛtiyopi ba'a Ɛzhipte ka se kafə nda wəshi nyi keɗema kakiɗi. Ka Pəwt ba'a ka Libi ka se kambeli nyi yite.,"Sir Etiyopi hay de eegre debañ, Ejipte dosen no lay. Sir Pud wo de jar Libi hay wo diñ progre äe wo."
NAM.3.10," Pourtant, elle est allée en exil, elle a été captive ; ses petits enfants aussi ont été écrasés, à l'angle de toutes les rues ; on a jeté le sort sur ses nobles, et tous ses grands ont été chargés de chaînes.","Yet was she carried away, she went into captivity: her young children also were dashed in pieces at the top of all the streets: and they cast lots for her honourable men, and all her great men were bound in chains.","May hiɗi kayni kaf nisi kali goy gorvo'o, Sumun yawsiya, gurona visi sa vuɗi wulina, jiwesli gaa sem sumun hay hayana kafe, sa ŋulona visiya sumun ɓurawsi jarsiya, muliyana visiya sumun cisi jaɓn sesiya.","Ve da nye fe a keya mekaban, a nga ke a too nkôm; minkeñelé mi bone mié fe mi nga koʼoban e fefele minjoñ mise. Be nga kabane benya bôtô bé a mboon asimba , e beta be bôte bé be mbe ntiñetane bengôkop.","Amma naŋ vuna kwana, a jaka mizli naŋhaya le nga ruwuy mulak. A ngizlaka ziri gaza naŋhaya le a mazlaka jiviɗey gar. A gam ceregezleŋ ar mizli naŋ ngi mbuŋhoyo, a juwaka mizli madiɗa naŋhaya le kaˀ kaˀ ti celelu.","Ammaa jooɗiiɓe maagol ndahaama, konne'en ndirɓi ɓikkoy maagol haa kawtirɗe laabi fuu. Ɓe mbaɗi kur'u dow tedduɓe maagol, ɓe kaɓɓi mawɓe maagol fuu bee callalluuji. ","Ammaa jooɗiiɓe maagol ndahaama, konne'en ndirɓi ɓikkoy maagol haa kawtirɗe laabi fuu. Ɓe mbaɗi kur'u dow tedduɓe maagol, ɓe kaɓɓi mawɓe maagol fuu bee callalluuji. ","Nɛ mɔ'ɔ nɛ o ŋma ŋga bíí kaia wa yaknɛ nɛ oi ŋgai kɔ-wa'i. Wa kuma o zɔɗi bem ko o bíí Tɛb nɛ sasa-war nɛnɛ; wa hɛra o gasawi kɔ-wa nɛ nyak-zɔɓɔ, ɓɛɛ wa gbɛ wa nɛ mbaɗi.","Nɛ mɔ'ɔ nɛ o ŋma ŋga bíí kaia wa yaknɛ nɛ oi ŋgai kɔ-wa'i. Wa kuma o zɔɗi bem ko o bíí Tɛb nɛ sasa-war nɛnɛ; wa hɛra o gasawi kɔ-wa nɛ nyak-zɔɓɔ, ɓɛɛ wa gbɛ wa nɛ mbaɗi.","Ndagwara nahe mbeli kegha kafəhwe mbeli nyi mbe Tɛbɛs perə. Nahe ka ghema ta ŋkɛ keŋkeɗemte ŋwalea fəshia ŋkɛ dzeyi kwa yɛ baŋwa ta hweŋkwa. Nahe mbeli kenehehwe mbeli nyi te ghə nyi mbe le kwasheghediɗi, nahe mbeli ketseyi mbelia jama nyi mbe dzeyi kwa yɛ zewe lɛ.","Ama de sen äuy aè hoo jar sir äen wo wo go ti sir po, AÈ hoo ra wo go ti dañgay. AÈ ndreë weere äe ma ti paçaçn wo go äuy ti jeñ faage wo äuy. AÈ naa waçywaale go ti jar waçaç ree äen wo, AÈ bañ jar kluuri äen wo de rece' wo."
NAM.3.11," Toi aussi, tu seras enivrée et tu disparaîtras ; toi aussi, tu chercheras un refuge devant l'ennemi.","Thou also shalt be drunken: thou shalt be hid, thou also shalt seek strength because of the enemy.","Nak kaw lasta ma suwag yagu, nak ma ŋay goyo, nak ma gar kay ŋay vok sa ma gawta.","Wo fe wo ye bili bilam, wo ye sobô; wo fe wo ye jeñ asoé ya sobô besiñe bôé.","Niniv, ka kwana, bonoy a sa wuw, a sa nduw yik. Sey ki sipi li ɗum vur mesene ɗikey aya.","An boo a wuykan, a nyukkoto, a ɗaɓɓitan hisrude ngam hisugo yeeso konne'en.","An boo a wuykan, a nyukkoto, a ɗaɓɓitan hisrude ngam hisugo yeeso konne'en.","Ninivɛ, mɛ mbɛt, zu mɛ tɛ zik tɛ ŋgamɔ nɛ tɛ tik zu mɛ, ɓɛɛ mɛ tɛ kii fara-hu̧si wen o wisɛn kɔ-mɛ.","Ninivɛ, mɛ mbɛt, zu mɛ tɛ zik tɛ ŋgamɔ nɛ tɛ tik zu mɛ, ɓɛɛ mɛ tɛ kii fara-hu̧si wen o wisɛn kɔ-mɛ.","Ma gha le ŋa ŋa gɛ Ninive, katenza na keghwəyi ghwəyi va yaka ba'a katewəfərə na va hawe. Ma gha le ŋa ŋa gɛ ne, katezele ŋkwa kewəfərə na va ka jaga ta ŋa.","Ndo de see äo aè dingil ge mo yañ go, Day ndo yoñ ge yañ lay. Ndo de see äo ndo kië gi ngeel yaçaç wañ yañ go do heçeçne je hee äon lay."
NAM.3.12," Toutes tes places fortes sont des figuiers aux figues mûres ; on secoue, et elles tombent dans la bouche de qui  veut  les manger.","All thy strong holds shall be like fig trees with the firstripe figs: if they be shaken, they shall even fall into the mouth of the eater.","Gulmun ma ŋuyi tagŋa kaf nam mi gu-gumna ma vuɗ gosoyo, hay li ma san gazamu, nam yak hay vun gigekaw ma min tumu.","Aleme dôé ese e ne ane bibuma befigié bi maneya tôlôbô bi ntoo nteʼan abui; éyoñ ba suʼu befigié, bibuma bite bia ku anyu ya nyô ase a kômbô di bie.","Li ɗikey ngi ndil ng'ar taŋ tuwaˀ tuwaˀhaya, taŋ kaɓa widis ngi urufoy, misi ti mepiɗece locok locok. Da taŋ muwusaka urufo le was si na, a diɗoko kurtoto, nga balam mbur mawuɗ zum taŋ.","Berniiji ma cemmbiɗɗi fuu nanndi bee ibbe ɗe ɓiɓɓe maaje aartuɗe ɓenndi. To goɗɗo dimmbi ɗe, ɓiɓɓe maaje caaman nder hunnduko koo moy giɗɗo nyaamugo ɗe. ","Berniiji ma cemmbiɗɗi fuu nanndi bee ibbe ɗe ɓiɓɓe maaje aartuɗe ɓenndi. To goɗɗo dimmbi ɗe, ɓiɓɓe maaje caaman nder hunnduko koo moy giɗɗo nyaamugo ɗe. ","O ŋga tua kɔ-mɛ hɔɔ ŋmaa in te-mbɔra nɛ wai nɛ haya-a; ka'i yak a̧, ɓɛɛ waya-a tira a nu ha̧ o wi nɛ kɔ̧ɔ̧ mɛ nyɔŋ, ɓɛɛ nyɔŋa.","O ŋga tua kɔ-mɛ hɔɔ ŋmaa in te-mbɔra nɛ wai nɛ haya-a; ka'i yak a̧, ɓɛɛ waya-a tira a nu ha̧ o wi nɛ kɔ̧ɔ̧ mɛ nyɔŋ, ɓɛɛ nyɔŋa.","Nahe zli nyi yitea gha kenza kala ya ta dasekwa nyi kenehe nehe. Gegəzətema ta mbeli ke yɛ dasekwa ne, kabete hɛ kadzawa mɛa wəndə nya keɗe kazeme hɛ.","Kor äo ma de eegre kiñkiñn wo äuy wo do koo hoçoç maga wo de tï¡ï¡ le'ge nono. De maga aà gas ra we no, saara leë le go ne wosela maga de saçy reerage ti jage."
NAM.3.13, Voici que ton peuple est comme des femmes au milieu de toi ; devant tes ennemis s'ouvriront toutes grandes les portes de ton pays ; le feu dévore tes verrous.,"Behold, thy people in the midst of thee are women: the gates of thy land shall be set wide open unto thine enemies: the fire shall devour thy bars.","Ɗuwag sum sa hayagŋa tige, hini hayag wulin kayn si boyna tuta; Vun-galana vag malawa goy vidiŋ' kay sa gawt kagŋa, kut ti sle ma duk vun-ziyna vagawa.",Bôt ô bili be ne ve binga be too ézezañe jôé. Mimbé ya si jôé mia yombô asu besiñe bôé ne ngeññ. Nduan ja diʼi mengôñe môé.,Pura mizli ɗikeye ɗi: sey i ngwasay a hay ɗike tewle. Mizlingre ngi hirwuy ɗike i muwuna le baŋ da mesene ɗikeye: vu a zlizlira faɓuru naŋhaya le.,"Honooɓe ma wonduɓe bee maaɗa laati bana rewɓe. Dammuɗe lesdi ma maɓɓitake jaasɗum yeeso konne'en ma, yiite ɗon nyaama leɗɗe palduɗe. ","Honooɓe ma wonduɓe bee maaɗa laati bana rewɓe. Dammuɗe lesdi ma maɓɓitake jaasɗum yeeso konne'en ma, yiite ɗon nyaama leɗɗe palduɗe. ","Zɔk, o wi-biro kɔ-mɛ nɛ o okoo sɔɔ gee! Nú tua kɔ-mɛ duk booŋ ti o wisɛn kɔ-mɛ! Dor-toyo kɔ-mɛ bia wee kaɗi.","Zɔk, o wi-biro kɔ-mɛ nɛ o okoo sɔɔ gee! Nú tua kɔ-mɛ duk booŋ ti o wisɛn kɔ-mɛ! Dor-toyo kɔ-mɛ bia wee kaɗi.","Nahe ka sewajɛa ŋa kenza kala mi. Nahe gelembe nyi mɛa hɛɗia ŋa keghwenemte nda geva fate fate ke ka ghema ta ŋa, nahe ghwə keteremte wəshi keŋzle ta nci.",Koëa jar ma äil äon wo do naare wo nono. Jag faage äo ma kluurin wo go de buñgi hwiñ hwiñ ka' ka' ne je hee no. Wuu go de roë manyaçaç äo ma jag äaaran wo no.
NAM.3.14," Puise-toi de l'eau en vue du siège, restaure tes forts, pétris l'argile et foule la terre glaise, saisis le moule à briques.","Draw thee waters for the siege, fortify thy strong holds: go into clay, and tread the mortar, make strong the brickkiln.","Tuɗgi go niyna nigi sa Ninivena, kay hoyok-ziyna vigi ka sli'e, kotgi gulmun ma tigin kulo'o, cukgi segi gaa hay nagana, gusloɗgi nagana, kotgi va ma gi direŋgella!","Laane mendim, a bôte ya Ninive amu ndilane ba ye dili mia bita wo ye kui be wo! Kômʼaleme dôé! Nyiʼin e mbotoʼo été a tibi ékon a mebo! Betaʼa kôm ébé ba diʼi brik!","Niniv, nuw yam, asi mesene ɗikey a gunukuw hirnga le, mahiri ngi ɗiya gala ɗik ava, huluɓ hohoy, kulpaŋ, ɗiyi gwat ngi kiɗa brik.","Nyeɗ ndiyam! Ngam konne'en taarake ma. Wo'itin mahol ma cemmbiɗŋgol. Sey a jiiɓa loope, a yaaɓa ɗe, a taasko tappirɗum birikje. ","Nyeɗ ndiyam! Ngam konne'en taarake ma. Wo'itin mahol ma cemmbiɗŋgol. Sey a jiiɓa loope, a yaaɓa ɗe, a taasko tappirɗum birikje. ","Biro tɛ gɔn nú‘nɛ́ e saaye; ɛ̀nɛ̀ ɗú yi ŋgaɓo, ɛ̀nɛ̀ yó ɗoŋ naŋ o ŋga tua k’ɛ́nɛ́; ɛ̀nɛ̀ ŋmá nu mbɛr nɛ brik.","Biro tɛ gɔn nú‘nɛ́ e saaye; ɛ̀nɛ̀ ɗú yi ŋgaɓo, ɛ̀nɛ̀ yó ɗoŋ naŋ o ŋga tua k’ɛ́nɛ́; ɛ̀nɛ̀ ŋmá nu mbɛr nɛ brik.","Ka Ninive, gə mə yɛmə, hi mə zli nya yitea gheyɛ, ŋkeɗe mə rekɛ ba'a kele mə wəsə kempa brəki.",Ëa bii go ciñ jag äo ma gor ti wur maga aè cir ge ti äo go mono! Fer 'wuçy kor äo ma de eegre kiñkiñn wo! Kal nen paçaçge caçaç paçy! Fer 'wuçy ngeel jii brig äon go!
NAM.3.15," Là le feu te dévorera, l'épée t'exterminera, elle te dévorera comme le yéléq, quand tu serais nombreux comme le yéléq, nombreux comme la sauterelle.","There shall the fire devour thee; the sword shall cut thee off, it shall eat thee up like the cankerworm: make thyself many as the cankerworm, make thyself many as the locusts.","Hay li namn ɗawn kut ma ŋalgi goyo, kew-gaferaŋ ma vatgi goyo, kut ma tigiya ki keŋ-keŋŋa nala, molgi yam-tuwgiya ki keŋ-keŋŋa nala, molgi yam tuwgiya ki baara nala.","Vôm ate nduan ja ye mine wo nkpwaté mekôn wo ye wôé wo, wo ye wôé wo ane meselek! Boʼo womien avis ane meselek! Boʼo womien avis ane bitandak!","Vu masa zlumuw na a diga, a sa kiɗukuw ti maslalam. A sa zumukuw a diga kaɓa yuk mazum giziŋ.","Bee non fuu, yiite nyaamete, kaafahi halkete. Ki nyaamete bana baɓɓatti nyaamiditta koo ɗume, koo to yimɓe ma ɗuuɗi bana baɓɓatti. ","Bee non fuu, yiite nyaamete, kaafahi halkete. Ki nyaamete bana baɓɓatti nyaamiditta koo ɗume, koo to yimɓe ma ɗuuɗi bana baɓɓatti. ","Zu-a'i, wee tɛ bíí kana ɛnɛ a nu gbuɗuk; gba-paa tɛ gɔm'nɛ́, ɓɛɛ ɛnɛ kuma hee nyɔnɔ nɛ gba-dɔya nyɔŋ ŋgɛ́rɛ́m-ŋgɛ́rɛ́m’ɛ ga. Ɛ̀nɛ̀ nyɛ́ɓí hee o ndondo-gba-dɔya ga, ɛ̀nɛ̀ nyɛ́ɓí hee o ŋgírí ga.","Zu-a'i, wee tɛ bíí kana ɛnɛ a nu gbuɗuk; gba-paa tɛ gɔm'nɛ́, ɓɛɛ ɛnɛ kuma hee nyɔnɔ nɛ gba-dɔya nyɔŋ ŋgɛ́rɛ́m-ŋgɛ́rɛ́m’ɛ ga. Ɛ̀nɛ̀ nyɛ́ɓí hee o ndondo-gba-dɔya ga, ɛ̀nɛ̀ nyɛ́ɓí hee o ŋgírí ga.","Ama katempə yɛ va ghwə keɗema kwamte mpa. Kateza sebe ka jaga ta ŋayɛ te gheyɛ kala nya zeme wəshi yɛ dzale. Ninive, nahe mbeli nyi mbe gha kese kwele kwele kala yɛ dzale.","Wuu roë ge ndo yañ wo go ni, moslam kaf ge ndo go. AÀ lor ge mo yañ go do gejer nono. Mbol wee go ti keçeç do gejer wo nono! Mbol wee go ti keçeç do magalga wo nono!"
NAM.3.16," Tu as multiplié tes marchands, plus que les étoiles du ciel ; le yéléq ouvre ses ailes et s'envole.","Thou hast multiplied thy merchants above the stars of heaven: the cankerworm spoileth, and flieth away.",Sumuna vigi sa li filiwna biyay ŋolo suw mislekŋ ma dukalawna. Keŋ-keŋŋa mal gilaŋatam goyo nam pira.,Ô nga bulane bebo makite bôé be bo abui a dañ ateté ya yôp; aselek da ndamé mefab a yele.,"Migi terere kumoy a gam le haɗa, fineˀ wurzlaŋhay a muŋ, taŋ kaɓa yuk haɗa maslikiɗ hiihe.",__Error__,__Error__,"O wi-ɗɔr-mɔ k’ɛ́nɛ́ dɔka so gan o sɔra, ɓɛɛ kinii, wa hɔɔ ŋmaa in o gba-dɔya nɛ bu̧i̧a pɛsi yak.","O wi-ɗɔr-mɔ k’ɛ́nɛ́ dɔka so gan o sɔra, ɓɛɛ kinii, wa hɔɔ ŋmaa in o gba-dɔya nɛ bu̧i̧a pɛsi yak.","Kwele kwele ma se ka zhɛre dzeve ta ŋa ke saseregwa nyi te ghweme. Tsetsenya ne, nahe hɛ kezanji kala zhamaya nyi kezlənji.","Ndo dus jar trere äon wo wo go ti ngeel debañ, De dañ ger ma ciñ wo do gejer maga blar grañ äe wo go day ur mono."
NAM.3.17," Tes gardes sont comme le yéléq et tes chefs comme un amas de sauterelles ; elles se posent sur les haies en un jour froid ; dès que le soleil paraît, elles fuient, et l'on ne connaît plus leur séjour; où sont-elles ?","Thy crowned are as the locusts, and thy captains as the great grasshoppers, which camp in the hedges in the cold day, but when the sun ariseth they flee away, and their place is not known where they are.","Sa ŋomda vigiya nisi ki baar nala, sa li lopna vigiya nisi ki baar ma patna nala, hay li ma liyn li sleɗe, nam bar gaa kay zlaɓna, hay li ma fatta day kulo'o, nam muna, liyn ma nam ay hayna sa as wumɗi.","Bebaʼale bôé be ne bitandak, bebo bisaé bôé ane mbame bembaʼasan, ba bebe minkaʼalé mi sam, éyoñ aveb e né. Eyoñe jôp da tôô, ba mane yele, teke na môt a ne beta yem e vôm be mbe.","Mijigin kumoy a gam le haɗa kaɓa jaray, migi slra ɗik ngi dalahaya taŋ zirininini kaɓa jijiwiɗ ngi mam, macifi ar hadaw ti hin ngi himiɗi, da pas a bo le na, a slikiɗam cek, a ram kini ng'amaka na, ko asinta. Na taŋ a ma ska?",__Error__,__Error__,"O wi-pɛm-mɔ k’ɛ́nɛ́ gbisi so hee o ŋgírí ga, o mɔ-geŋa k’ɛ́nɛ́ dɔka so hee gii kokoɗo-mɔ ga. Kà gɛ̧ɛ̧ de mɔ, ɓɛɛ wa mboɗa duk tɛ ŋgeŋ, kà wese ba, ɓɛɛ wa kaia ŋmaa pɛsi yak. Wi iŋ oi wa ɓɔna.","O wi-pɛm-mɔ k’ɛ́nɛ́ gbisi so hee o ŋgírí ga, o mɔ-geŋa k’ɛ́nɛ́ dɔka so hee gii kokoɗo-mɔ ga. Kà gɛ̧ɛ̧ de mɔ, ɓɛɛ wa mboɗa duk tɛ ŋgeŋ, kà wese ba, ɓɛɛ wa kaia ŋmaa pɛsi yak. Wi iŋ oi wa ɓɔna.","Nahe ka ya ŋa kese kala yɛ dzale, ka mene slene ta ŋa kala ləmbəa zhamaya nyi kemenji hwa wəfe te vəa ntasle. Ɓelama ta veci ne, kazlənji hɛ kalə te ŋkwa nya ɗepema mbeli. Tema lənji hɛ wa?","Jar gor ngeel äon wo do magalga wo nono. Jar joñre äon wo do mapoë maga lag wo ti sugway wo de maga ngeel de ceere nono. Day de maga wur naa le go mono, Saara pud go jobo kaçaç ma ko ngeel maga aà hay wo ni mo gaa so."
NAM.3.18," Tes pasteurs sont endormis, roi d'Assyrie ; tes vaillants hommes sont couchés, ton peuple est dispersé sur les montagnes, et il n'y a personne qui  les  rassemble.","Thy shepherds slumber, O king of Assyria: thy nobles shall dwell in the dust: thy people is scattered upon the mountains, and no man gathereth them.","Sumuna vag sa ŋom farayn cuki sene, mulla vi Asiriya, Sumuna vag sa wi duura say geɗ tuwsi loɗi, Sumuna vag ka meray goy kay yam-hiɗiyna, sa ma toksi yisi may loɗi.","A njô bôte yʼAsiri, bebaʼale mintômba bôé ba ke ôyo, biwôlô bi bôte biôé bi tele teke fôʼôsan: e bôte bôé be maneya mialan e minkôle minkô, a môt ya kôane be vôme wua a nji bo.","Buy Asiri, mijigin kumoy a roko ɗokɗok ngi wãˀ! Madiɗa ngi soje ɗikey anta wusam mata! Soje ɗikey a zliɗam hirnga le a muwãhay, ko mbur anta ngi cikila hirnga taŋ ta.","An laamiiɗo Assuura, ardiiɓe ma ɗaanake, hoore'en ma suusɓe mbaalake, ndimmbataako, ummaatoore ma saŋkitake dow kooseeje, walaa mooɓtanɗo nde. ","An laamiiɗo Assuura, ardiiɓe ma ɗaanake, hoore'en ma suusɓe mbaalake, ndimmbataako, ummaatoore ma saŋkitake dow kooseeje, walaa mooɓtanɗo nde. ","Ho! Wannu Asirii! O gasawi kɔ-mɛ ɔ nɛ ya nde? O ŋgaŋa wi-biro kɔ-mɛ fo tɛ ɓɔna. O duk wi-biro kɔ-mɛ pɛsa sót-sót dam zu kaya, ɓɛɛ ŋma bíí mɛ mɔi̧ wa pii ɗoŋ woyo bo na.","Ho! Wannu Asirii! O gasawi kɔ-mɛ ɔ nɛ ya nde? O ŋgaŋa wi-biro kɔ-mɛ fo tɛ ɓɔna. O duk wi-biro kɔ-mɛ pɛsa sót-sót dam zu kaya, ɓɛɛ ŋma bíí mɛ mɔi̧ wa pii ɗoŋ woyo bo na.","Meghe nya mbe Asiri, nahe mbelia ŋa nyi te ghə kenza yitea hɛ, nahe mbeli nyi te ghəa ka sewajɛa ŋa kempə. Nahe mbelia ŋa ketazemte geva dzeme hwa yɛ ghweme. Wəndə shɛ kezha tsene hɛ we.","Wañ Asiri, jar koë sir äon laa wo naa go, Jar äo ma de eegre jag jawn laa wo do äaara go gesiñ. Jar sir äon wo go de welge ciñ ti huuli wo. Je tay ti äaara le bay wa hase."
